filename,width,height,class,xmin,ymin,xmax,ymax
-23705E7A-1279-43E7-B20A-CE37ADAB61DD-png_jpg.rf.25cb268907e51ab70cb2d4648c8b1f73.jpg,640,640,car,156,14,609,626
WhatsApp-Image-2022-12-05-at-18-18-04_jpeg.rf.24d9d2a9e0f77b8261c6a5c5b8567929.jpg,612,408,car,298,188,501,309
WhatsApp-Image-2022-12-05-at-18-26-29_jpeg.rf.2fee5e618ce527076d121da419e9012e.jpg,612,408,car,244,127,501,361
WhatsApp-Image-2022-12-05-at-18-26-29_jpeg.rf.2fee5e618ce527076d121da419e9012e.jpg,612,408,car,180,169,230,202
WhatsApp-Image-2022-12-05-at-18-26-29_jpeg.rf.2fee5e618ce527076d121da419e9012e.jpg,612,408,car,0,170,50,247
WhatsApp-Image-2022-12-05-at-18-23-15_jpeg.rf.324092875660f3d1561e7445bec5c9da.jpg,612,408,car,124,292,284,373
WhatsApp-Image-2022-12-05-at-18-23-15_jpeg.rf.324092875660f3d1561e7445bec5c9da.jpg,612,408,car,369,291,527,370
WhatsApp-Image-2022-12-05-at-18-17-48_jpeg.rf.2dc91437070de9d34f727709e9fd0649.jpg,612,459,car,129,193,588,396
-C94776E1-EF34-4408-A9D3-69BE388FC761-png_jpg.rf.324c1e9b3be9d47ca05853197bf4f3c7.jpg,640,640,car,132,123,587,531
-11F0AF93-D3D0-4415-A4A0-B3430EA0886B-png_jpg.rf.280342a0e0af59b864d6411c4c0aba8a.jpg,640,640,car,122,10,522,612
-2AE9E484-CD7E-45FB-BD22-3EB7588C1224-png_jpg.rf.2c5d5ad0a9748abce654129e8fe970a3.jpg,640,640,car,3,133,551,471
-1121F9BD-6C24-47D6-937E-DC2AB1906098-png_jpg.rf.2dde05920db7d2317e4150f6825a5735.jpg,640,640,car,252,89,570,504
WhatsApp-Image-2022-12-05-at-18-22-24_jpeg.rf.377f65ef32803ad3441c83fa57f9ea16.jpg,408,612,car,135,264,361,426
WhatsApp-Image-2022-12-05-at-18-22-24_jpeg.rf.377f65ef32803ad3441c83fa57f9ea16.jpg,408,612,car,62,208,194,315
-BD499523-8602-4C68-8E63-FCE23A82AA16-png_jpg.rf.34ed4d7a1074ddcd7f9bd10f79d0608f.jpg,640,640,car,42,100,570,530
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,261,234,439,409
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,89,230,264,329
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,374,200,441,263
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,234,182,271,218
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,70,182,120,210
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,377,160,402,180
WhatsApp-Image-2022-12-05-at-18-29-12_jpeg.rf.402c53f0fc805965d81bff46ba898ab2.jpg,612,409,car,497,166,519,186
WhatsApp-Image-2022-12-05-at-18-17-08_jpeg.rf.2f8153c5dd7da1a64cdd84b2ccce84a3.jpg,612,408,car,21,179,404,378
WhatsApp-Image-2022-12-05-at-18-17-08_jpeg.rf.2f8153c5dd7da1a64cdd84b2ccce84a3.jpg,612,408,car,256,171,456,285
WhatsApp-Image-2022-12-05-at-18-25-23_jpeg.rf.4377b10ca3e7a52b89526301fadcb885.jpg,408,612,car,1,254,301,551
WhatsApp-Image-2022-12-05-at-18-25-42_jpeg.rf.32d5e74078fe1db2a37d432e2bacdcd9.jpg,612,408,car,46,37,453,341
-58A0B6C6-CAE2-41F9-9A9F-6B6E1A4EE492-png_jpg.rf.3975f1370facde72eac6ed9a79cb2b15.jpg,640,640,car,29,85,593,524
youtube-30_jpg.rf.296ee3ed47b25300c4f73b195eb69ba8.jpg,720,1280,car,243,642,387,717
-1D5949D1-5187-454E-8ACC-924AD82CAC9C-png_jpg.rf.3fc39a4d168ac17ebf61050d4bda9896.jpg,640,640,car,79,131,575,632
-3130BF7E-8143-44C3-AC0D-8068C9108560-png_jpg.rf.479cf8b06352513029e0e665e8d55eba.jpg,640,640,car,212,126,542,566
WhatsApp-Image-2022-12-05-at-18-26-10_jpeg.rf.2d3d59ac8aa97efb4bd7b5cad85504b2.jpg,612,459,car,155,114,431,363
WhatsApp-Image-2022-12-05-at-18-26-10_jpeg.rf.2d3d59ac8aa97efb4bd7b5cad85504b2.jpg,612,459,car,494,165,612,235
WhatsApp-Image-2022-12-05-at-18-26-10_jpeg.rf.2d3d59ac8aa97efb4bd7b5cad85504b2.jpg,612,459,car,397,155,461,205
-046E9840-F025-4749-B3AB-19402B34E739-png_jpg.rf.48c3f725fc6cc5cb68d7bad5b5778798.jpg,640,640,car,79,0,523,485
-046E9840-F025-4749-B3AB-19402B34E739-png_jpg.rf.48c3f725fc6cc5cb68d7bad5b5778798.jpg,640,640,car,50,7,522,530
-1F999A49-2799-4FBC-811D-D10A165F8B02-png_jpg.rf.2777bfa73c23acec9d289dffeca8726e.jpg,640,640,car,120,51,589,581
youtube-54_jpg.rf.517d042659f3a6af1cb8323c19910202.jpg,720,1280,car,287,585,605,730
youtube-40_jpg.rf.40dd24fcb27c5131d3c2f1695395f246.jpg,720,1280,car,293,620,398,698
youtube-60_jpg.rf.2b429b47f436d63531fd966825e79ad5.jpg,720,1280,car,245,575,633,735
-50C76EC2-B514-4A65-ABA6-5BAF8A6015B7-png_jpg.rf.3a631636ee31a2886f2b6e58ab74f3c5.jpg,640,640,car,59,64,538,523
-3B056DBB-3097-4BCB-A38A-F66FA7470A6C-png_jpg.rf.52fe7485d98aa1cda4775bd988317b32.jpg,640,640,car,164,211,578,599
WhatsApp-Image-2022-12-05-at-18-17-58_jpeg.rf.4b4585605d74b387efcdd0469df50731.jpg,612,404,car,147,182,419,398
-C8A077AE-C474-4AAB-A0E4-24F4F9266447-png_jpg.rf.4d61f3df2b5bc94d1deac5c9ddf05f5e.jpg,640,640,car,56,172,469,552
-C8A077AE-C474-4AAB-A0E4-24F4F9266447-png_jpg.rf.4d61f3df2b5bc94d1deac5c9ddf05f5e.jpg,640,640,car,451,68,575,204
youtube-56_jpg.rf.578ab694a7d17aac67a276ef3d320347.jpg,720,1280,car,267,583,625,745
youtube-55_jpg.rf.2afb42ad53fe6b4f16a654e892ff72e0.jpg,720,1280,car,268,583,622,740
WhatsApp-Video-2022-11-29-at-20_15_43_mp4-6_jpg.rf.5488e6f1cbd0b04f9506bb9cf0b7128c.jpg,640,352,car,260,159,387,217
youtube-34_jpg.rf.554a93c1185bdf8b65cbfcfd313f96e9.jpg,720,1280,car,263,625,388,700
WhatsApp-Image-2022-12-05-at-18-22-52_jpeg.rf.4ca7b330b0d2d3a7c835c72c5dafe47d.jpg,612,459,car,100,227,282,377
WhatsApp-Image-2022-12-05-at-18-22-52_jpeg.rf.4ca7b330b0d2d3a7c835c72c5dafe47d.jpg,612,459,car,304,234,504,385
-6895811E-6E26-4DBD-A7ED-F7A529684BBA-png_jpg.rf.5ea1f3c27ddb1ad1558899ff287b366d.jpg,189,233,car,56,68,152,171
-5541726B-201F-4295-A6CB-AA0F566A62F9-png_jpg.rf.5bcdcd70833cd6a9c90b952e8a96cd61.jpg,640,640,car,85,179,517,520
-0378D390-5AE2-4D09-84BB-387E850F5E5A-png_jpg.rf.5688158265ba202815232fd579f22e4d.jpg,640,640,car,129,26,640,639
youtube-21_jpg.rf.57a38c19942bfc424a6f9578473bb3f1.jpg,720,1280,car,203,687,352,767
-13AD8372-CDDB-4DCF-B8F9-DC10D210064B-png_jpg.rf.6120ec03a9054be331978ce80f7c4db5.jpg,640,640,car,110,64,599,490
WhatsApp-Image-2022-12-05-at-18-16-29_jpeg.rf.5ee4bb699ae92e9be1b2804dcc98483c.jpg,612,408,car,73,142,522,302
WhatsApp-Image-2022-12-05-at-18-16-39_jpeg.rf.344969aa34bbacbcae1de56816dba140.jpg,612,410,car,20,160,260,352
-56EF2068-CDF4-4068-80A1-E567375D4AE6-png_jpg.rf.67cb342bf8f7aaf48b7eeed264e68655.jpg,640,640,car,101,174,376,577
-56EF2068-CDF4-4068-80A1-E567375D4AE6-png_jpg.rf.67cb342bf8f7aaf48b7eeed264e68655.jpg,640,640,car,361,39,466,291
-469593C2-4B3A-4A0B-B78A-24B4A79CCC35-png_jpg.rf.68ec3ad6967b03ad5804270a67030ecb.jpg,351,327,car,66,43,263,245
WhatsApp-Image-2022-12-05-at-18-17-30_jpeg.rf.63493677ae0363630779ecea1ce09685.jpg,612,355,car,104,199,257,277
WhatsApp-Image-2022-11-29-at-20-15-43_jpeg.rf.64173d06f1939142abb14f541e0c631a.jpg,1600,738,car,624,314,960,636
-C182A49E-641F-4C62-A54F-86397CBD2780-png_jpg.rf.6059979a7a9ccdecc046dacf8a0c9e96.jpg,640,640,car,75,164,583,553
-1121F9BD-6C24-47D6-937E-DC2AB1906098-png_jpg.rf.7b2b42a0ac04aa4c86f3ba721fd50aca.jpg,640,640,car,252,89,570,504
WhatsApp-Image-2022-12-05-at-18-21-58_jpeg.rf.691517f1a1b05013acff366d7a3e2741.jpg,612,408,car,304,84,612,337
WhatsApp-Image-2022-12-05-at-18-21-58_jpeg.rf.691517f1a1b05013acff366d7a3e2741.jpg,612,408,car,0,0,305,304
-0D39FCF1-152A-4C52-A0F2-64670E54DB6D-png_jpg.rf.788491577939ba51fac3c52c34e01589.jpg,640,640,car,77,0,640,613
WhatsApp-Image-2022-12-05-at-18-17-36_jpeg.rf.7501392ff7863884e0c95a72e906ba03.jpg,612,382,car,17,147,217,315
WhatsApp-Image-2022-12-05-at-18-24-27_jpeg.rf.7cacd2df29584a2840f6b6dcd22ff1bb.jpg,612,459,car,111,30,560,386
WhatsApp-Video-2022-11-29-at-20_15_43_mp4-2_jpg.rf.8eb101038e8bfb873bf2cc23455d7870.jpg,640,352,car,298,96,378,177
-CA63295D-EEBE-42A2-943B-25B1D28D5745-png_jpg.rf.8f3100626566240e5feaed69044673b0.jpg,640,640,car,100,4,533,574
WhatsApp-Image-2022-12-05-at-18-16-34_jpeg.rf.91fb512b662d1a8d23f1bb1f7f90aa86.jpg,612,408,car,202,165,419,250
-1058CFB8-55AA-4270-937C-FAB55C49F17A-png_jpg.rf.822113e1a35975b8f2719556b50902fe.jpg,640,640,car,62,47,597,528
-232F1AAC-99B4-4968-8EF1-6B89C021BE11-png_jpg.rf.82ff88fbf5404cc1667cbb6ced28c358.jpg,640,640,car,58,4,521,488
-2B9B8378-CF94-4121-9F57-AA504E361DEC-png_jpg.rf.6fa2972597486d44f224bc17fcb17672.jpg,640,640,car,78,66,493,522
-0585CFA0-7CD6-45D3-B7EB-1A109425F90D-png_jpg.rf.58b87bccaa41dc551f8e92cebb3bf832.jpg,640,640,car,67,134,574,548
-1058CFB8-55AA-4270-937C-FAB55C49F17A-png_jpg.rf.78b687081d3bdb562557779e5eb67459.jpg,640,640,car,62,47,597,528
WhatsApp-Image-2022-12-05-at-18-17-17_jpeg.rf.868dde61d51be29b2ddb8c6251ec3175.jpg,612,392,car,200,264,280,339
youtube-26_jpg.rf.8b4b43ca8d984b9b3d4b0a8403e845d9.jpg,720,1280,car,212,668,372,735
-44EED5AD-F010-4649-819C-9091185CA9AD-png_jpg.rf.7e3b1b0d647e9f65d72f7a9e3e6f1240.jpg,242,283,car,67,55,222,213
youtube-28_jpg.rf.7f9e47620f1e62962c8c1749f900a403.jpg,720,1280,car,228,648,378,727
-BCD3FEC3-6941-430A-A64B-5E445E741343-png_jpg.rf.6ee040e0502be2ddabb4e47d43973901.jpg,640,640,car,198,154,640,571
-0471C451-8CA5-4CEA-8EFD-3B0F147BF4B7-png_jpg.rf.901935a8f9a02ee64d434397dcc27d6c.jpg,640,640,car,104,83,507,562
WhatsApp-Image-2022-12-05-at-18-18-16_jpeg.rf.90bf006a7a4747b4088de876c490276e.jpg,612,408,car,20,98,424,315
WhatsApp-Image-2022-12-05-at-18-25-49_jpeg.rf.8a04c20b2138c68bcd6a85b91e3ccbb6.jpg,612,408,car,134,79,415,307
-1D5949D1-5187-454E-8ACC-924AD82CAC9C-png_jpg.rf.8b56345e2b7f37e9b913e679e9ec4a77.jpg,640,640,car,79,131,575,632
-0378D390-5AE2-4D09-84BB-387E850F5E5A-png_jpg.rf.93d68b4c0b975d0392596dea95396841.jpg,640,640,car,129,26,640,639
-13AD8372-CDDB-4DCF-B8F9-DC10D210064B-png_jpg.rf.91eefc10fea0fe2ca48a7d75fcdd954d.jpg,640,640,car,110,64,599,490
youtube-35_jpg.rf.976b34df975b7024f2d3f563aaee5b79.jpg,720,1280,car,265,622,392,697
WhatsApp-Image-2022-12-05-at-18-18-12_jpeg.rf.99c3721ac177e5c5a9ab9be0b6c4c34c.jpg,612,408,car,184,116,341,259
WhatsApp-Image-2022-12-05-at-18-18-12_jpeg.rf.99c3721ac177e5c5a9ab9be0b6c4c34c.jpg,612,408,car,89,124,195,219
WhatsApp-Image-2022-12-05-at-18-18-12_jpeg.rf.99c3721ac177e5c5a9ab9be0b6c4c34c.jpg,612,408,car,60,129,105,168
WhatsApp-Image-2022-12-05-at-18-18-12_jpeg.rf.99c3721ac177e5c5a9ab9be0b6c4c34c.jpg,612,408,car,14,127,58,168
-20370F09-C43F-47FF-AEDD-1508B10C5D42-png_jpg.rf.9840e7b02fc56bc11e9174a8995239c4.jpg,640,640,car,79,170,539,498
WhatsApp-Image-2022-12-05-at-18-25-40_jpeg.rf.98e83f7c79f86350868e4c334e94537f.jpg,612,312,car,0,28,280,271
WhatsApp-Image-2022-12-05-at-18-25-40_jpeg.rf.98e83f7c79f86350868e4c334e94537f.jpg,612,312,car,125,38,427,205
WhatsApp-Image-2022-12-05-at-18-25-40_jpeg.rf.98e83f7c79f86350868e4c334e94537f.jpg,612,312,car,327,34,529,155
WhatsApp-Image-2022-12-05-at-18-25-40_jpeg.rf.98e83f7c79f86350868e4c334e94537f.jpg,612,312,car,414,21,572,117
-2CC30CC7-5872-41C8-80F9-549219177A84-png_jpg.rf.9791d6b0c684898ee3b0dc2ae6298a43.jpg,640,640,car,85,20,583,572
youtube-61_jpg.rf.b8f4dd33e09be6ff15582208e573986e.jpg,720,1280,car,228,577,630,725
WhatsApp-Image-2022-12-05-at-18-17-53_jpeg.rf.940c38e1bac2bb17ef4939e92b7c2b63.jpg,612,408,car,164,96,545,294
-400E9E90-CD4A-470F-89E2-C9E1D1854AAB-png_jpg.rf.a0471eac92985c97351ff5f9173a6496.jpg,640,640,car,96,139,575,532
WhatsApp-Image-2022-11-29-at-20-15-44_jpeg.rf.abab8c924df5ffb2f6557cac44acf9db.jpg,1600,738,car,629,302,973,555
-152B35A7-2687-4126-B46B-5382319E7A3C-png_jpg.rf.a02d7b42dbe0dd9c597f1038921c15f8.jpg,640,640,car,31,91,519,619
-526B0491-0C42-4F0F-A201-ECFD6ED3DD6E-png_jpg.rf.ac0b77ad24b9d80fd54b440579b5479e.jpg,640,640,car,135,340,453,602
youtube-42_jpg.rf.adf961a59fa0168a397b7c5148de524b.jpg,720,1280,car,302,623,403,708
WhatsApp-Image-2022-12-05-at-18-19-10_jpeg.rf.9caf7c323255c3da4bdc8109bdb9e2b3.jpg,612,345,car,282,135,482,293
-152B35A7-2687-4126-B46B-5382319E7A3C-png_jpg.rf.ab2aa718311308a9d6699e87389b247e.jpg,640,640,car,31,91,519,619
-6D8CF994-CDAD-4784-9A07-C91C6EEDA073-png_jpg.rf.a3d5a97faff2f3a9bf7177c7486eaa92.jpg,326,288,car,43,42,306,208
WhatsApp-Image-2022-12-05-at-18-24-16_jpeg.rf.a0a2a304ec5df2a5810742c47143501f.jpg,612,408,car,142,173,502,327
WhatsApp-Image-2022-12-05-at-18-24-16_jpeg.rf.a0a2a304ec5df2a5810742c47143501f.jpg,612,408,car,59,158,461,301
WhatsApp-Image-2022-12-05-at-18-24-16_jpeg.rf.a0a2a304ec5df2a5810742c47143501f.jpg,612,408,car,467,138,612,270
-26A4102E-9D99-421D-91DC-9E66089FF2F6-png_jpg.rf.baa6c48a0581117e0611e81585aef580.jpg,421,344,car,177,88,346,241
-0DEDC30B-FD9A-4A41-ABC0-DBEDE7C1C712-png_jpg.rf.a92f56dbae2c20842c19b87c517af31b.jpg,640,640,car,158,12,618,580
WhatsApp-Image-2022-12-05-at-18-17-00_jpeg.rf.a7917596dd2e7cb56f4f4fad18c054a9.jpg,612,410,car,14,116,437,282
-26D423C9-C9F8-4CA3-B49E-3664225FB20C-png_jpg.rf.a2fe888279d015a6287d9f138f7698f3.jpg,640,640,car,114,163,329,537
youtube-25_jpg.rf.bade1b6e77ff6f7ca0c030672f26fd03.jpg,720,1280,car,213,663,367,745
-BF27E7F2-0C42-45C0-A751-91723B77D799-png_jpg.rf.af8d8ea92c0601b0dd33943b15c1e9cb.jpg,640,640,car,43,112,548,450
-4DFF09F8-2283-495F-9C84-6A25870884F8-png_jpg.rf.aae1ab3a11889e30d5e950613613240e.jpg,640,640,car,189,308,510,586
-4DFF09F8-2283-495F-9C84-6A25870884F8-png_jpg.rf.aae1ab3a11889e30d5e950613613240e.jpg,640,640,car,499,62,604,162
-4DFF09F8-2283-495F-9C84-6A25870884F8-png_jpg.rf.aae1ab3a11889e30d5e950613613240e.jpg,640,640,car,156,198,193,241
WhatsApp-Image-2022-12-05-at-18-16-24_jpeg.rf.abb2fa6ad8ed88bf32c2ca6fd25c9a7a.jpg,612,408,car,327,83,612,389
WhatsApp-Image-2022-12-05-at-18-16-24_jpeg.rf.abb2fa6ad8ed88bf32c2ca6fd25c9a7a.jpg,612,408,car,88,42,512,257
-1719DE15-BCDC-404A-8470-386AAD8717B4-png_jpg.rf.c7af03a3d234e5565e2d1060a320790c.jpg,640,640,car,119,223,452,596
-BEACF130-F07D-4352-87CF-2BBC32A8C5AC-png_jpg.rf.cbfc35fc3620a174bdf9f38f9da51d48.jpg,640,640,car,150,108,568,475
-2AE9E484-CD7E-45FB-BD22-3EB7588C1224-png_jpg.rf.cb3363d4ce1e8c073de90ebaf41c9d5c.jpg,640,640,car,3,133,551,471
WhatsApp-Image-2022-12-05-at-18-25-08_jpeg.rf.ad9749f44d0ab7b623135f48d6533652.jpg,612,361,car,260,162,569,317
WhatsApp-Image-2022-12-05-at-18-20-03_jpeg.rf.c1c94e7416533f3c954e7960f733f8d5.jpg,612,408,car,215,88,514,353
WhatsApp-Image-2022-12-05-at-18-20-03_jpeg.rf.c1c94e7416533f3c954e7960f733f8d5.jpg,612,408,car,437,121,612,334
WhatsApp-Image-2022-12-05-at-18-21-15_jpeg.rf.b12fb5abbf1ece4f800ce89ccd50e892.jpg,612,408,car,90,19,553,377
youtube-39_jpg.rf.bff060d77eb50d129ec2b0b2d8bd9b69.jpg,720,1280,car,287,615,398,708
WhatsApp-Image-2022-12-05-at-18-28-57_jpeg.rf.9f6b34b3b73c42b1c55d4391ec00fa9f.jpg,612,408,car,438,158,612,282
WhatsApp-Image-2022-12-05-at-18-28-57_jpeg.rf.9f6b34b3b73c42b1c55d4391ec00fa9f.jpg,612,408,car,41,148,410,303
WhatsApp-Image-2022-11-29-at-20-15-43-1-_jpeg.rf.d26737f8b44f1f32100429c6fe50bd7d.jpg,1600,738,car,396,332,1125,639
youtube-52_jpg.rf.cb84f25df9a10debafa3ca92301b808d.jpg,720,1280,car,303,595,575,733
WhatsApp-Image-2022-12-05-at-18-22-59_jpeg.rf.cd3c5390e9f4a7f9715114eea9606379.jpg,612,403,car,35,279,455,403
WhatsApp-Image-2022-12-05-at-18-16-50_jpeg.rf.d3ab9e163e3f59e57320f032d333270b.jpg,612,408,car,0,0,445,400
WhatsApp-Image-2022-12-05-at-18-21-42_jpeg.rf.d8e82c82129a01912d0530d5480dc0ff.jpg,612,408,car,132,122,411,263
WhatsApp-Image-2022-12-05-at-18-21-42_jpeg.rf.d8e82c82129a01912d0530d5480dc0ff.jpg,612,408,car,284,144,604,353
WhatsApp-Image-2022-12-05-at-18-21-42_jpeg.rf.d8e82c82129a01912d0530d5480dc0ff.jpg,612,408,car,13,120,230,227
WhatsApp-Video-2022-11-29-at-20_15_43_mp4-3_jpg.rf.da3a0fe71464004a3280bddb1e0c6d96.jpg,640,352,car,215,122,368,194
-5DB86A4E-D64A-4032-ACF4-957B38D438C9-png_jpg.rf.c960367c0788d5c440bd4efa4c98c5a0.jpg,640,640,car,86,74,558,504
-2B9B8378-CF94-4121-9F57-AA504E361DEC-png_jpg.rf.ce6c93c418c5f452a413e05bc198481d.jpg,640,640,car,78,66,493,522
WhatsApp-Video-2022-11-29-at-20_15_43_mp4-4_jpg.rf.da10d9429dd5c174165699e5a299c762.jpg,640,352,car,277,153,423,237
youtube-53_jpg.rf.de68c40705fa45d46892c256e2453e48.jpg,720,1280,car,293,588,588,737
youtube-36_jpg.rf.e845c66ca4b21dfaecd72763765c065a.jpg,720,1280,car,265,622,395,698
-62DA7C7D-C50D-40A7-87D1-DB8633F1F29D-png_jpg.rf.d4c889de92cc522356affddb40f280c4.jpg,243,209,car,66,19,205,153
-4C46AFBE-4FFB-4612-923E-76294EF2233B-png_jpg.rf.e678eb5ebb5553be32524acc7e9f3ded.jpg,640,640,car,64,288,254,534
-4C46AFBE-4FFB-4612-923E-76294EF2233B-png_jpg.rf.e678eb5ebb5553be32524acc7e9f3ded.jpg,640,640,car,433,194,583,418
-2482581B-D45C-4C05-97F4-3105704DFABC-png_jpg.rf.eee732abb147f6798f77a0bee9321f5e.jpg,640,640,car,105,160,571,382
WhatsApp-Image-2022-12-05-at-18-16-55_jpeg.rf.eb94b6b69af4f2566c75a0f8c1065c3c.jpg,612,408,car,194,162,419,249
WhatsApp-Image-2022-12-05-at-18-24-17_jpeg.rf.efabf3769d57d08f48204de49caec7ea.jpg,612,408,car,51,68,595,351
-11F0AF93-D3D0-4415-A4A0-B3430EA0886B-png_jpg.rf.e09c1b5dcf9ceda6e2c988b1a9b2f0f5.jpg,640,640,car,122,10,522,612
-2202A4F3-BE1B-4E4C-8D0C-DCBDAA8F5303-png_jpg.rf.de31808921b54d5a6db6183e71fbe34b.jpg,640,640,car,168,136,510,513
WhatsApp-Image-2022-12-05-at-18-16-49_jpeg.rf.f729b04144f649144ac2839da10ec405.jpg,612,408,car,15,34,595,323
youtube-27_jpg.rf.f3f8991c8ef3d87e4462d8e0e2d71780.jpg,720,1280,car,227,655,373,730
